longitude,latitude,incident_id,date,time,description,type
35.994420364,-78.8758549828,18024219,2018-07-19,08:17,DRUG EQUIPMENT/PARAPHERNALIA - POSSESSING/CONCEALING,SUSPICIOUS VEHI
35.994031343,-78.8525096458,18024218,2018-07-19,08:20,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0193831428,-78.9585710327,18024223,2018-07-18,17:45,LARCENY - ALL OTHER,LARCENY
36.0090606287,-78.8436843308,18024247,2018-07-17,17:03,FRAUD - FALSE PRETENSE,FRAUD
35.8904511613,-78.8458296873,18024270,2018-07-19,02:00,ALL OTHER CRIMINAL OFFENSES,DOMESTIC VIOLEN
35.984280429,-78.9294491959,18024264,2018-07-19,13:22,TOWED/ABANDONED VEHICLE,ASSIST FIRE
36.0122029781,-78.8959435946,18024265,2017-12-10,00:00,FORGERY - USING/UTTERING,FRAUD
36.0266353041,-78.9225824842,18024266,2018-07-19,12:00,FOUND PROPERTY,DRUGS
36.0268730847,-78.9236082772,18024269,2018-07-19,03:00,MOTOR VEHICLE THEFT - AUTOMOBILE,ASSIST PERSON
36.0490697243,-78.9130029052,18024293,2018-07-19,17:30,MOTOR VEHICLE THEFT - AUTOMOBILE,SUSPICIOUS  ACT
35.9065968586,-78.8931057791,18027864,2018-08-14,21:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9885683641,-78.8588820032,18027865,2018-08-15,11:27,FRAUD - CREDIT CARD/ATM,FRAUD
35.9575887896,-78.9495890394,18027877,2018-08-15,20:00,DEATH INVESTIGATION,CARDIAC OR RESP
35.9952676068,-78.9087253123,18028237,2018-08-14,16:45,LARCENY - ALL OTHER,LARCENY - ALL O
35.8899134445,-78.8480222313,18027904,2018-08-16,03:00,DRIVING WHILE IMPAIRED,
35.8805247308,-78.8284683552,18027902,2018-08-16,03:40,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9338441717,-78.839943997,18027911,2018-08-16,04:45,RUNAWAY,MISSING PERSON
35.9910237823,-78.8825922048,18027918,2018-08-15,22:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9826921259,-78.9016909284,18027928,2018-08-15,20:00,BURGLARY - FORCIBLE ENTRY,BREAK IN IN PRO
36.0426436786,-78.9323066212,18027936,2018-08-16,10:45,SIMPLE ASSAULT-ALL OTHER,DOMESTIC VIOLEN
35.9116060669,-78.9215646068,18027937,2018-08-16,11:22,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0514678071,-78.9018649443,18027941,2018-08-16,00:00,LARCENY - FROM BUILDING,LARCENY
35.9802860215,-78.8128618332,18027952,2018-08-16,11:32,CALLS FOR SERVICE (NO CRIME),NOTIFY POLICE
36.0075547355,-78.9025127185,18027942,2018-08-16,10:45,VANDALISM TO AUTO (NOT ACCIDENTAL),VANDALISM
35.9947253717,-78.8740769306,18027965,2018-08-16,11:54,WEAPON VIOLATIONS - POSSESSING/CONCEALING,DRUGS
35.8777327288,-78.8427586432,18027955,2018-04-19,12:00,FORGERY - USING/UTTERING,FRAUD
36.0046782851,-78.8795432394,18027959,2018-08-15,14:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
36.0272114659,-78.8445608959,18027962,2018-08-16,14:05,LARCENY - SHOPLIFTING,SHOPLIFTER
36.0075230386,-78.9037850882,18027970,2018-08-16,10:00,VANDALISM TO PROP (NOT ACCIDENTAL),BREAK IN VEHICL
35.9761103812,-78.9376925505,18027986,2018-08-15,15:00,VANDALISM TO PROP (NOT ACCIDENTAL),VANDALISM
35.9949094607,-78.8363872959,18027989,2018-08-16,17:04,LARCENY - FROM MOTOR VEHICLE,LARCENY
35.9938360971,-78.898486835,18027996,2018-08-16,09:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0054190138,-78.8876625597,18028006,2018-08-16,18:55,CALLS FOR SERVICE (NO CRIME),WELFARE CHECK
35.9030773195,-78.9357908599,18028017,2018-08-16,20:00,VANDALISM TO AUTO (NOT ACCIDENTAL),VANDALISM
35.9695807635,-78.9543724289,18028020,2018-08-16,22:56,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,VEHICLE STOP
36.0004682586,-78.9083007771,18028030,2018-08-16,23:10,ALL OTHER OFFENSES-CITY ORDINANCE VIOLATIONS,INTOXICATED PER
35.9947727869,-78.8735381792,18028029,2018-08-17,00:27,ALL OTHER OFFENSES-CITY ORDINANCE VIOLATIONS,INTOXICATED PER
35.9557154675,-78.9980130406,18028082,2018-08-17,15:00,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9462494972,-78.9898743747,18028085,2018-06-28,12:00,LARCENY - FROM BUILDING,LARCENY
36.00678042,-78.9194164695,18028092,2018-08-17,17:00,LARCENY - SHOPLIFTING,LARCENY
36.0021486659,-78.9029124207,18028091,2018-08-17,16:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0004911713,-78.904367349,18028094,2018-08-17,14:26,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.8981566362,-78.9396576927,18028104,2018-08-17,19:10,CALLS FOR SERVICE (NO CRIME),SUICIDE THREAT
36.0078563552,-78.9049293005,18028108,2018-08-17,18:45,BURGLARY - FORCIBLE ENTRY,DOMESTIC VIOLEN
35.9966073926,-78.8817756383,18028137,2018-08-18,06:45,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),ASSAULT
35.9756968524,-78.8882661595,18028147,2018-08-18,11:35,FOUND PROPERTY,SOUND OF SHOTS
35.9413305351,-78.9100295221,18028843,2018-08-18,12:45,LARCENY - SHOPLIFTING,LARCENY
36.0104302688,-78.9251989793,18028156,2018-08-18,13:21,LARCENY - SHOPLIFTING,LARCENY
36.0175214687,-78.9019110479,18028155,2018-08-18,13:28,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,LARCENY
35.9688763279,-78.9557960249,18028164,2018-08-17,19:45,LARCENY - FROM BUILDING,FRAUD
35.9054847434,-78.9457108382,18028169,2018-08-18,14:30,LARCENY - FROM BUILDING,LARCENY
36.0259100375,-78.9561614276,18028167,2018-08-18,11:20,LARCENY - FROM BUILDING,LARCENY
36.0417044735,-78.8790447668,18028175,2018-08-18,17:45,VANDALISM TO PROP (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0057681906,-78.8929866041,18028178,2018-08-18,18:00,LARCENY - ALL OTHER,LARCENY
36.0104605616,-78.9250904584,18028408,2018-08-17,12:00,LOST PROPERTY,LOST PROPERTY
36.0241118653,-78.9558084849,18028273,2018-06-06,09:00,FRAUD - FALSE PRETENSE,FRAUD
35.9425667241,-78.9149257981,18028189,2018-08-18,23:45,VANDALISM TO PROP (NOT ACCIDENTAL),SOUND OF SHOTS
36.0005005486,-78.9120721034,18028196,2018-08-19,03:01,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.916713374,-78.9122854129,18028198,2018-08-19,03:06,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.917272535,-78.911650083,18028200,2018-08-19,04:45,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9403489314,-78.8998144687,18028201,2018-08-19,01:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9859443154,-78.8899671903,18028203,2018-08-19,05:20,ROBBERY - INDIVIDUAL,ARMED ROBBERY
36.038237104,-78.9047504042,18028206,2018-08-19,05:20,DEATH INVESTIGATION,ASSIST EMS
35.9696576833,-78.7923479749,18028211,2018-08-19,06:55,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9453359896,-78.865555131,18028228,2018-08-18,20:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0291817314,-78.8860339811,18028314,2018-08-19,16:10,BURGLARY - FORCIBLE ENTRY,SUSPICIOUS  ACT
36.0221156793,-78.8862865858,18028316,2018-08-10,20:00,MOTOR VEHICLE THEFT - OTHER VEHICLE,LARCENY OF VEHI
36.0263875022,-78.9250606717,18028335,2018-08-19,21:10,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
35.9858670701,-78.8405659471,18028536,2018-08-12,14:00,FRAUD - IMPERSONATION,FRAUD - IMPERSO
35.9117094584,-78.9435279216,18028351,2018-08-20,01:50,DRIVING WHILE IMPAIRED,MOTOR VEHICLE C
35.9717855509,-78.9390150182,18028357,2018-08-20,03:33,VANDALISM TO PROP (NOT ACCIDENTAL),DOMESTIC VIOLEN
36.0413936524,-78.9024379182,18028371,2018-08-19,14:30,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9816028602,-78.9524599284,18028372,2018-08-20,08:07,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9422447144,-78.9248332223,18028385,2018-08-19,23:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9686421814,-78.8839521062,18028403,2018-08-20,06:30,BURGLARY - NON-FORCED ENTRY,BREAK IN
35.9823126011,-78.9305874254,18028404,2018-08-20,11:19,BURGLARY - FORCIBLE ENTRY,ALARM
36.0379306865,-78.928628003,18028401,2018-08-19,13:15,SIMPLE ASSAULT-ALL OTHER,FOLLOW UP
35.9847910708,-78.8788313143,18028423,2018-08-14,12:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0336459783,-78.9677213011,18028428,2018-08-20,14:30,DRIVING WHILE IMPAIRED,MOTOR VEHICLE C
36.1215785814,-78.8581419178,18028435,2018-07-28,12:49,CALLS FOR SERVICE (NO CRIME),LARCENY
36.0274603496,-78.8446318255,18028443,2018-08-20,15:00,LARCENY - FROM BUILDING,LARCENY
35.9557597044,-78.9978759419,18028449,2018-08-20,17:00,LARCENY - SHOPLIFTING,LARCENY
36.0563053036,-78.9010880203,18028484,2018-08-20,21:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9928429191,-78.8805443705,18028494,2018-08-20,23:06,BURGLARY - FORCIBLE ENTRY,BREAK IN IN PRO
36.0817389415,-78.8897731631,18028497,2018-08-20,23:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9854423738,-78.9098569372,18028496,2018-08-20,23:02,LARCENY - SHOPLIFTING,LARCENY
36.0563541609,-78.9245292098,18028624,2018-08-21,20:38,WEAPON VIOLATIONS - POSSESSING/CONCEALING,WEAPONS VIOLATI
35.9899511318,-78.8738426115,18028598,2018-08-21,17:23,WEAPON VIOLATIONS - POSSESSING/CONCEALING,LOST OR FOUND P
36.0361555639,-78.8997277009,18028503,2018-08-20,14:30,MISSING PERSON,MISSING PERSON
35.9169278823,-78.9317948898,18028520,2018-08-20,22:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0084693233,-78.9457207716,18028532,2018-08-21,08:30,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,WANTED PERSON
36.0587149752,-78.9398657186,18028543,2018-08-16,17:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.9560697178,-78.9982105749,18028548,2018-07-24,07:00,FRAUD - CONFIDENCE GAMES/TRICKERY,FOLLOW UP
35.8851434105,-78.8375180557,18028571,2018-08-21,13:25,CALLS FOR SERVICE (NO CRIME),LOCK IN OR LOCK
36.0111303161,-78.8889062574,18028577,2018-08-17,15:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0172134163,-78.9102592733,18028576,2018-08-21,14:20,LARCENY - SHOPLIFTING,SHOPLIFTER
36.0399981899,-78.9055395994,18028629,2018-08-21,20:40,SIMPLE ASSAULT-NON PHYSICAL THREAT OR INTIMIDATION,BARKING DOG
35.9847470899,-78.8901849007,18028640,2018-08-21,14:00,FRAUD - CREDIT CARD/ATM,FRAUD
35.9982253594,-78.8533187667,18028693,2018-08-21,12:35,FRAUD - FALSE PRETENSE,FRAUD
36.022078065,-78.9488118554,18028645,2018-08-22,02:10,SIMPLE ASSAULT-ALL OTHER,DOMESTIC VIOLEN
35.9696679618,-78.9074339855,18028646,2018-08-22,02:20,ROBBERY - INDIVIDUAL,GUNSHOT WOUND
35.9410700983,-78.8946686855,18028654,2018-08-22,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0246723458,-78.9131696625,18028660,2018-08-22,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9759841334,-78.8510634582,18028661,2018-08-22,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.916484655,-78.9679809125,18028663,2018-08-22,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9884895984,-78.8871609699,18028680,2018-08-22,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9370398573,-78.8997351969,18028691,2018-08-20,11:00,LARCENY - FROM BUILDING,LARCENY
35.9822114941,-78.9319808024,18028698,2015-12-31,00:00,FRAUD - IMPERSONATION,FRAUD
36.0271516241,-78.8453365297,18028718,2018-08-22,15:14,LARCENY - SHOPLIFTING,SHOPLIFTER
35.977176649,-78.8975551005,18028724,2018-08-22,15:17,ASSIST OTHER AGENCY,SUSPICIOUS PACK
35.9711529476,-78.8871037178,18024298,2018-07-19,19:35,BURGLARY - NON-FORCED ENTRY,BREAK IN
36.0280785651,-78.8766284939,18024302,2018-07-19,20:36,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9513944308,-78.9037780525,18024314,2018-07-19,19:00,LARCENY - SHOPLIFTING,LARCENY
35.9880626604,-78.9241936656,18024320,2018-07-17,06:00,RUNAWAY,RUNAWAY
35.9798705739,-78.9140040148,18024332,2018-07-20,02:40,TOWED/ABANDONED VEHICLE,SUSPICIOUS VEHI
35.9612471814,-78.9606134731,18024340,2018-07-19,19:50,VANDALISM TO PROP (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9718573847,-78.8438213981,18024345,2018-07-20,06:52,DV INFO REPORT (NO CRIME),DOMESTIC VIOLEN
36.0604192346,-78.9474801954,18024356,2018-07-20,03:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9392164331,-78.8892197929,18024364,2018-07-19,19:00,CALLS FOR SERVICE (NO CRIME),DAMAGE TO PROPE
35.9788336924,-78.8912608724,18024367,2018-07-20,11:40,AGGRAVATED ASSAULT,DISTURBANCE WIT
35.9915860597,-78.9258276767,18024369,2018-07-19,22:30,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0227778282,-78.9137510156,18024379,2018-07-20,13:15,ALL TRAFFIC (EXCEPT DWI),SUSPICIOUS PERS
36.077529765,-78.9112599896,18024397,2018-07-20,15:55,DRIVING WHILE IMPAIRED,FLAG DOWN
35.9477425944,-78.9825185731,18024399,2018-07-18,23:00,LOST PROPERTY,ASSIST PERSON
35.9121191513,-78.8919105545,18024403,2018-07-20,17:00,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0605324144,-78.8888939707,18024406,2018-07-20,17:20,BURGLARY - FORCIBLE ENTRY,DAMAGE TO PROPE
35.974769417,-78.8866642208,18024409,2018-07-20,03:00,VANDALISM TO AUTO (NOT ACCIDENTAL),SUSPICIOUS PERS
35.9201309651,-78.8120333769,18024417,2018-07-20,20:15,LARCENY - SHOPLIFTING,LARCENY
35.9924908839,-78.8964857986,18024421,2018-07-20,20:30,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0366098551,-78.8749404163,18024424,2018-07-20,21:20,LOST PROPERTY,LARCENY
35.9657219434,-78.9156480665,18024427,2018-07-20,22:25,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0009258541,-78.9051230269,18024429,2018-07-20,23:11,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0090628917,-78.9074728952,18024446,2018-07-21,04:32,DEATH INVESTIGATION,CARDIAC OR RESP
36.0660649485,-78.8753838941,18024448,2018-07-21,06:20,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9636021543,-78.9168765244,18024460,2018-07-21,11:40,AGGRAVATED ASSAULT,DISTURBANCE WIT
35.9916887975,-78.8736320084,18024468,2018-07-21,02:30,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9525896666,-78.9685557793,18024488,2018-07-20,18:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9780279237,-78.8923697537,18024489,2018-06-24,00:00,FRAUD - CREDIT CARD/ATM,FOLLOW UP
36.0493392543,-78.8573546071,18024487,2018-07-21,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0036752304,-78.8729324953,18024491,2018-07-21,19:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9222394304,-78.947236649,18024497,2018-07-21,20:41,ALL TRAFFIC (EXCEPT DWI),VEHICLE STOP
35.9232660796,-78.9578987564,18024501,2018-07-21,21:33,DRIVING WHILE IMPAIRED,MOTOR VEHICLE C
35.9611856538,-78.9657356472,18024506,2018-07-21,23:43,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0397331469,-78.8899588026,18024509,2018-07-22,00:45,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0059322008,-78.9231804186,18024511,2018-07-22,02:26,LARCENY - SHOPLIFTING,LARCENY
35.8984236122,-78.906159677,18024522,2018-07-19,15:00,LARCENY - ALL OTHER,LARCENY
36.0136011369,-78.9498632857,18024530,2018-07-22,07:59,SUSPICIOUS ACTIVITY,SUSPICIOUS  ACT
35.9875930833,-78.9133207176,18024560,2018-07-22,09:15,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9670299324,-78.950069318,18024570,2018-07-20,23:00,LARCENY - ALL OTHER,LARCENY
36.0174396979,-78.9087841786,18024573,2018-07-22,13:55,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
35.9769882496,-78.9034348602,18024582,2018-07-22,14:30,BURGLARY - FORCIBLE ENTRY,BREAK IN IN PRO
35.9486181116,-78.9941185686,18024591,2018-07-22,15:00,FRAUD - FALSE PRETENSE,SHOPLIFTER
35.9753115825,-78.8894457867,18024585,2018-07-22,15:20,ARSON,ASSIST FIRE
36.0164822703,-78.9725385828,18024589,2018-07-22,15:55,TOWED/ABANDONED VEHICLE,ASSIST FIRE
35.8926320416,-78.8455005047,18024598,2018-07-22,07:00,SEX OFFENSE - INDECENT EXPOSURE,INDECENT
35.8908222858,-78.9991299669,18024612,2018-06-22,12:00,BURGLARY - NON-FORCED ENTRY,BREAK IN
36.0640683787,-78.8859205771,18024616,2018-07-22,13:19,FRAUD - FALSE PRETENSE,FRAUD
35.982373772,-78.8741602885,18024619,2018-07-22,19:30,DV INFO REPORT (NO CRIME),UNKNOWN PROBLEM
36.0545802319,-78.9292267449,18024627,2018-07-22,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9887806452,-78.8506528407,18033865,2018-07-22,14:30,RUNAWAY,MISSING PERSON
35.8878410273,-78.9152058164,18024634,2018-07-22,23:35,TOWED/ABANDONED VEHICLE,PRIVATE TOW
33.5673399261,-85.5694748393,18024638,2018-07-23,00:20,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9187099629,-78.9127592613,18024648,2018-07-23,03:33,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9653091201,-78.9517032837,18024667,2018-07-23,09:32,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9050770903,-78.8927736411,18024690,2018-07-19,21:30,MOTOR VEHICLE THEFT - AUTOMOBILE,NOTIFY POLICE
35.9951881196,-78.8738378647,18024692,2018-07-23,00:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.95765602,-78.9330922899,18024699,2018-07-22,21:40,LARCENY - FROM MOTOR VEHICLE,NOTIFY POLICE
35.9911476214,-78.8285323747,18024695,2018-07-23,00:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9937069192,-78.8697456821,18024700,2018-07-23,14:57,LIQUOR LAW - ALL OTHER,ALCOHOL VIOLATI
35.9031153501,-78.9420895554,18024716,2018-07-23,17:00,LARCENY - SHOPLIFTING,SHOPLIFTER
36.0144093242,-78.94914468,18024724,2018-07-23,18:20,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.8897039573,-78.8441621864,18024722,2018-07-23,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9419083759,-78.8643890941,18024739,2018-06-30,10:00,FRAUD - IMPERSONATION,FRAUD
35.8686702412,-78.850061665,18024738,2018-07-23,19:30,LOST PROPERTY,LOST OR FOUND P
35.9402851219,-78.8955861907,18024744,2018-07-23,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9732142242,-78.8884741343,18024753,2018-07-23,23:27,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),ASSAULT
36.0584916795,-78.932078546,18024756,2018-07-23,23:38,AGGRAVATED ASSAULT,DOMESTIC VIOLEN
36.0518850824,-78.920197066,18024763,2018-07-24,00:40,SIMPLE ASSAULT-ALL OTHER,DOMESTIC WITH A
35.997643277,-78.8300397247,18024758,2018-07-24,00:45,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.031515049,-78.8753983635,18024764,2018-07-24,00:50,NON-CRIMINAL DETAINMENT (INVOLUNTARY COMMITMENT),OVERDOSE OR POI
35.9733480117,-78.9383633817,18024766,2018-07-24,01:44,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9689104491,-78.9588467069,18024777,2018-07-24,03:24,BURGLARY - NON-FORCED ENTRY,LARCENY
35.9871831733,-78.9276540261,18024779,2018-07-24,05:52,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.8968696124,-79.0042257612,18024793,2018-07-23,21:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0161209992,-78.9162790954,18024796,2018-07-23,20:30,BURGLARY - FORCIBLE ENTRY,DAMAGE TO PROPE
35.9408999444,-78.8938295499,18024803,2018-07-23,21:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.888092961,-78.8498252614,18024806,2017-11-03,12:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9257056586,-78.9395750697,18024805,2018-07-24,07:00,FRAUD - OTHER,FRAUD
35.8901543014,-78.9140252576,18024813,2018-07-24,07:00,DV INFO REPORT (NO CRIME),DOMESTIC VIOLEN
35.9853741469,-78.8798596781,18024823,2018-07-24,10:06,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.025562882,-78.9610707303,18024829,2018-07-23,18:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.903880898,-78.9850489086,18024864,2018-07-24,16:14,CALLS FOR SERVICE (NO CRIME),ASSIST FIRE
35.9578632448,-78.976464694,18024868,2018-07-24,16:41,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
36.0257885614,-78.9656216634,18024875,2018-07-23,19:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9405558469,-78.8971512239,18024906,2018-07-24,20:50,RAPE - FORCIBLE,SEXUAL ASSAULT
35.8852916668,-78.8848707738,18024907,2018-07-24,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9760183084,-78.8801594422,18024917,2018-07-24,21:30,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0119777265,-78.9654351562,18024911,2018-07-24,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9414258433,-78.861714851,18024921,2018-07-24,23:45,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9830229753,-78.8704939797,18024925,2018-07-25,00:24,ROBBERY - INDIVIDUAL,ARMED ROBBERY
35.8837580706,-78.8864084218,18024926,2018-07-25,01:12,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9987992423,-78.8651061525,18024931,2018-07-25,02:56,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.017463866,-78.8892773369,18024933,2018-07-25,05:10,LARCENY - SHOPLIFTING,LARCENY
35.9520980772,-78.8652023973,18024940,2018-07-25,07:15,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0314539752,-78.8806673609,18024955,2018-07-19,08:04,LARCENY - ALL OTHER,LARCENY
35.9685233749,-78.9072000726,18024951,2018-07-24,20:07,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9845092311,-78.8904356235,18024962,2018-07-24,22:00,CALLS FOR SERVICE (NO CRIME),GUNSHOT WOUND N
36.0238688924,-78.8732915911,18024968,2018-07-25,00:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.030037222,-78.9253445551,18024972,2018-07-25,05:00,LARCENY - SHOPLIFTING,LARCENY
35.8944564854,-79.0040965819,18024978,2018-07-24,10:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9924726292,-78.9063147363,18028720,2018-08-21,19:50,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9981230328,-78.8541558001,18028730,2018-08-22,16:13,DRIVING WHILE IMPAIRED,
35.9975676901,-78.9151706218,18028763,2018-08-22,18:48,TOWED/ABANDONED VEHICLE,PARKING VIOLATI
35.9546866953,-78.9326802965,18028768,2018-08-22,20:30,CALLS FOR SERVICE (NO CRIME),SUSPICIOUS  ACT
35.9820590052,-78.897015424,18028783,2018-08-22,23:41,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
35.8822757994,-78.8648670732,18028793,2018-08-23,00:33,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9699192499,-78.9400916384,18028799,2018-08-23,00:31,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9871211127,-78.9038091232,18028800,2018-08-23,03:26,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0021792685,-78.8723102752,18028801,2018-08-23,03:05,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9515576455,-78.9058298457,18028814,2018-08-22,22:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9824125143,-78.9559529742,18028829,2018-08-22,16:00,LARCENY - FROM BUILDING,ATTEMPT TO LOCA
36.001079477,-78.8986931414,18028878,2018-07-30,12:00,FRAUD - CREDIT CARD/ATM,FRAUD
35.9642746925,-78.9500241295,18028891,2018-08-21,19:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9403039524,-78.896019517,18028898,2018-08-23,17:14,CALLS FOR SERVICE (NO CRIME),DROWNING
36.0213610939,-78.9064650813,18028901,2018-08-23,17:15,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),FIGHT
36.0222104541,-78.9166805541,18028930,2018-08-23,20:08,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
35.9927120205,-78.9176851695,18028935,2018-08-23,21:34,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL ALL OTHER CONT SUB,DRUGS
35.9533672579,-78.9084818473,18028941,2018-08-23,23:00,ALL OTHER CRIMINAL OFFENSES,LOST OR FOUND P
35.9711258049,-78.8482367243,18028944,2018-08-23,22:50,VANDALISM TO AUTO (NOT ACCIDENTAL),SOUND OF SHOTS
35.9461854654,-78.9212279244,18028952,2018-08-24,02:06,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9146922554,-78.9301505195,18028956,2018-08-24,03:50,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
35.9574781496,-78.9784113813,18028961,2018-08-24,07:08,TOWED/ABANDONED VEHICLE,PRIVATE TOW
